source_row,split,sentence1,sentence2,similarity,sentence1_original,sentence1_id,sentence1_token_length,sentence1_tokens_removed,sentence2_original,sentence2_id,sentence2_token_length,sentence2_tokens_removed,baseline_similarity
632,validation,A dirty tan dog is rolling in the dirt and looking right at the camera,A light brown dog is running up a street,0.80787444,A dirty tan dog is rolling in the dirt and looking right at the camera,91b09701c7fc1d6375f9c9684b406f14566912229e9ed9dbf01430d1d3f44311,17,0,A light brown dog is running up a street,d14abe112eeb0346c69b0437e9a4be7702a9ac59352e2b3ecb0ea894e5c5a38a,10,0,0.80787444
633,search,( cause to ) change from a gas to a liquid .,exhaust by allowing to pull on the line .,0.8084044,( cause to ) change from a gas to a liquid .,82781392ee19dea728964724d0edc144ddba42bc69e0232fd7841a1349246759,16,0,exhaust by allowing to pull on the line .,cfe93035133995dc90c2608b2785c0c9fefa83bebf0336441946e6080524b706,11,0,0.80840445
640,test,A hiker is on top of the mountain and is doing a joyful dance,A man is dancing on the ceiling,0.81204885,A hiker is on top of the mountain and is doing a joyful dance,3a1b0495d113ea613972955b69024f7b8d8a660feaf1bae6e09f233f2c2c4ac0,16,0,A man is dancing on the ceiling,9c12f809b719f4b7faa4fbe2fc555b5aaee9a5ce3ec477a95bef31ed53cf9949,7,0,0.81204915
642,test,a man is cutting carpet with a knife .,a man is slicing potato .,0.8130692,a man is cutting carpet with a knife .,9d6ad1112fd2fca131907536b787538a4c001c2b50ba4ca9f77f17d50c815c48,12,0,a man is slicing potato .,c128575c5027dde1e331922d81872559074b606f858c2f332b3a527e2525d1e2,11,0,0.8130692
644,search,the black dog is running on the grass with a toy in it 's mouth .,a dog is running toward the camera .,0.8141284,the black dog is running on the grass with a toy in it 's mouth .,63c14c43926fc0670785f912d948cf074ad306556b57d4d4b7958d2c46a9fc7c,21,0,a dog is running toward the camera .,9650072e3638a0ba5f5c788b6f4611b9c1d7f7369946e8feb8bea9a3777fe877,10,0,0.8141284
645,search,briton killed in algerian gas field attack,more deaths expected in canada oil train explosion,0.81464344,briton killed in algerian gas field attack,5d15005085346b3227033589c7d17db5797b21635e1551a4b3d3cfc81dc750be,12,0,more deaths expected in canada oil train explosion,03575350b821f30ac63476046c1d0e55f9eafd5a9f10c9270b675a959bdffa05,8,0,0.8146432
647,search,a solid piece of something ( usually having flat rectangular sides ) .,"this frame contains transparent nouns ( and some adjectives ) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group , set , these quantity do not have a status as wholes on their own. initially , at least , we annotate both quantity of masses and of individuals in this frame , though we may split the frame along these lines later on .",0.81568253,a solid piece of something ( usually having flat rectangular sides ) .,2b9ea3e61aba3204641580469d3285425b0296027deb61706ac34d9637b03617,16,0,"this frame contains transparent nouns ( and some adjectives ) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group , set , these quantity do not have a status as wholes on their own. initially , at least , we annotate both quantity of masses and of individuals in this frame , though we may split the frame along these lines later on .",cb60ee12d672fe4aa0b614eeb2a7a61c82b87d07385f52fab364829358e1acf7,90,0,0.81568253
649,search,The machine shaved the end of the pencil.,Someone is drawing a person,0.81673175,The machine shaved the end of the pencil.,b5a65a71c8b990617f1f13af247723005c01cb3e3bfebf9b0a2cb6cb2781621c,12,0,Someone is drawing a person,c34096e0bdca5f90f75c8d14f98ce2ed90749d5d23fd3a2e317bf219db1fd03e,6,0,0.8167318
657,validation,separate into constituents by soaking .,the act or means of getting rid of something .,0.82087815,separate into constituents by soaking .,ebdbde3383857adcf1bd0240030829520fe06ae3ccae063e1c0736b6ee4cad11,9,0,the act or means of getting rid of something .,b8355fca8e96ed0572cec8c17fea74afd4acbf0310b878ccfb14e63c7294ce6c,11,0,0.820878
660,validation,A brown and white dog is jumping in the air with a tennis ball in its mouth,a dog standing on a beach with a ball nearby .,0.82243836,A brown and white dog is jumping in the air with a tennis ball in its mouth,51bb8314bc7a469468ded5727b923a0ae5f77b22c42068b541fd1b7dff4abb41,18,0,a dog standing on a beach with a ball nearby .,08d11e7c21f629ed1893cfa685e0070ddd409504eea770b4f1e72725e11bfb48,15,0,0.822438
661,search,idolize / show devotion to,urge with or as if with a goad .,0.82296574,idolize / show devotion to,d4d0fb204f045bf8f08a4b5d504498af8e0e8f8fd19cb3e2e3d81afb041f90ca,7,0,urge with or as if with a goad .,bd64fbba78a716378cb2822e01867a40a490fa50d51294493252f6160ac97a65,14,0,0.82296574
663,validation,create and charge with a task or function .,take action or behave in a certain way,0.823978,create and charge with a task or function .,8668aa38654bb60ff4561686537c9e3cf2f63617c0bf9f622db1948142d4d6ee,11,0,take action or behave in a certain way,253a48afa8b8f4c826b77a6340469610d2648d7a4b09593def02be74dc063d76,9,0,0.82397795
667,search,a prominent attribute or aspect of something .,"this frame contains transparent nouns ( and some adjectives ) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group , set , these quantity do not have a status as wholes on their own. initially , at least , we annotate both quantity of masses and of individuals in this frame , though we may split the frame along these lines later on .",0.82608724,a prominent attribute or aspect of something .,fbd5bf8f28e11eba7d80f67fb268afc2114c757e0e68cffbf643f72151123f88,10,0,"this frame contains transparent nouns ( and some adjectives ) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group , set , these quantity do not have a status as wholes on their own. initially , at least , we annotate both quantity of masses and of individuals in this frame , though we may split the frame along these lines later on .",cb60ee12d672fe4aa0b614eeb2a7a61c82b87d07385f52fab364829358e1acf7,90,0,0.82608724
668,search,"nicaragua , venezuela offer asylum to snowden",assange appeals extradition to uk 's top court,0.8266196,"nicaragua , venezuela offer asylum to snowden",4da7d5ba84da2d6482b2aeef2b16359e271deca8235e559360eec6ab5b1b5554,17,0,assange appeals extradition to uk 's top court,d322eee6e650fa57c3100141a9810ab2a8690bc161e53059e50dc37025b2e01d,15,0,0.82661974
671,search,pakistani girl shot by taliban appears on video,8 soldiers killed in bomb attack in NW Pakistan,0.8281536,pakistani girl shot by taliban appears on video,678bfebb236ac989a515fd81913803732efe5113b3f064061086c20f008a1023,14,0,8 soldiers killed in bomb attack in NW Pakistan,60d894519f4003eb4ef37d7bb5ae3227faa3d45e10710d9e59699ebdaa550d10,9,0,0.8281534
674,search,Chinese stocks open lower Friday,"Corixa's stock barely flinched on the news, dipping 12 cents to close at $6.88.",0.8297199,Chinese stocks open lower Friday,d7d40abd8494019204d67ab636282ca34b355e46157dc2dbd9c0daa49796706d,5,0,"Corixa's stock barely flinched on the news, dipping 12 cents to close at $6.88.",ec8135c07ed08ce3585244ba46677c5d3134f8e5c410933a439b0652d416b2fa,28,0,0.8297199
677,search,the activity of supplying or providing something .,"impose , involve , or imply as a necessary accompaniment or result .",0.8312887,the activity of supplying or providing something .,22afb7781df9fa80d3896b5c23e3f87b8e4ba83f18955afc57022dd8824de90e,10,0,"impose , involve , or imply as a necessary accompaniment or result .",b7b8ffd43d87b89a0251c300085ef25775b0c9bde7116fa574f97f3b27d3a1ae,19,0,0.8312888
679,validation,"oppose or approach , as in hostility or competition",take action or behave in a certain way,0.8323019,"oppose or approach , as in hostility or competition",a8cfa489eafa0cb0ec3d9f9180c3223fb4d7bc77724207f6bb546c233812ced3,12,0,take action or behave in a certain way,253a48afa8b8f4c826b77a6340469610d2648d7a4b09593def02be74dc063d76,9,0,0.83230203
682,validation,make a certain size or sort according to size,make fine adjustments or divide into marked intervals for optimal measuring .,0.8338897,make a certain size or sort according to size,bba3ac5690feb41156c8384fa81cb1bd85fb30eccc85012b2011f208ec2fd5d3,10,0,make fine adjustments or divide into marked intervals for optimal measuring .,cf7a6d308eaf3a5b8e515a4e53ee12a402f0b5223a05c55eaf3557987b121131,14,0,0.8338896
683,search,There is no man putting some cheese on a pizza,There is no man dressed in black wearing an elaborate black mask,0.8344222,There is no man putting some cheese on a pizza,a765ff509c4b4d6bcebe2004f0e8a02d3b8e644a2d99d13e4706c7df74d306d6,12,0,There is no man dressed in black wearing an elaborate black mask,3d4eba992d51588c5e853e2c4d75d9fdabbef9756f28e316e9f6fef48e045d81,12,0,0.83442223
686,validation,"oppose or approach , as in hostility or competition",take or have a position relative to others .,0.8359547,"oppose or approach , as in hostility or competition",a8cfa489eafa0cb0ec3d9f9180c3223fb4d7bc77724207f6bb546c233812ced3,12,0,take or have a position relative to others .,1c8946c1b462efc8e97f8c15f311bcfdcbb4682edc9a0bf478ff875ea72a4e54,11,0,0.8359549
689,test,earthquake of 6.3 magnitude strikes off indonesia island,"volcano erupts in indonesia -100,000 evacuated and airports closed",0.83748657,earthquake of 6.3 magnitude strikes off indonesia island,0d2ec4c12d3e274f946ba04f65385929bc737a53e0e35ccf465438ead6fd0ecd,14,0,"volcano erupts in indonesia -100,000 evacuated and airports closed",26f1ccdc2e6abd147dcfbe15da3e3473e97520efcfb5325d5a2ea04ea944514d,23,0,0.8374866
690,search,( cause to ) move gently back and forth,"stop for a moment , as if out of uncertainty or caution .",0.83804715,( cause to ) move gently back and forth,66a98674a7951860264a2dafdd7a4789d264408ffaac71f654dd88940928a690,10,0,"stop for a moment , as if out of uncertainty or caution .",f70b19b3a9574db712f1344b38658fc6701dbe8a67589039f34a4af9966ada3d,17,0,0.8380474
693,search,a man and a woman walk through the woods .,two people are walking through some water .,0.83956015,a man and a woman walk through the woods .,25463ba033ddb56e4e6e6f7e1ef320d2235a1d84ead9461adae14e807870608b,14,0,two people are walking through some water .,640b92a028555b305828c1fd39c8cc37cf768859005d7ee84abbd5dde41e330b,9,0,0.8395599
706,test,"immerse or be immersed in a boiling liquid , for purposes of cooking or processing .",cause ( a liquid ) to leach or percolate .,0.8463233,"immerse or be immersed in a boiling liquid , for purposes of cooking or processing .",b18e58c13c2521a46975de89ce165e67528d9f6342bc529c1dc72242f1f43897,22,0,cause ( a liquid ) to leach or percolate .,2d8e1a5a325c55f82dea709d82d1818366c80f8bd8c006bae7a3840ba9555896,16,0,0.84632313
707,validation,A dog with a ball is being chased in the grass,A dog running across the snow with a snowball in it's mouth.,0.84682065,A dog with a ball is being chased in the grass,3aa561f6a8d132a485c816b962d192bb46e4b14cd087e5b6637cbfd75e5eb697,13,0,A dog running across the snow with a snowball in it's mouth.,7d8f3f1f6f1beb2b828ce274b1b8c565263565ec4be1a18a77362c686549e447,17,0,0.8468208
708,test,Two dogs playing in a yard.,One white dog and one black one are running side by side on the grass,0.84734756,Two dogs playing in a yard.,9dd94b106ea943561e911c8385794bc6d9f64a155d25ad6ec961a1405a89b1e5,8,0,One white dog and one black one are running side by side on the grass,779b758ee8024808c0416f840cb2fb65f85c1a32fa5975b52cf77bfcb5fe783e,15,0,0.8473476
710,search,you have reached a point where the terminals are not connected to each other .,because terminal 4 is connected to the positive terminal but not the negative terminal,0.84855676,you have reached a point where the terminals are not connected to each other .,e265993c53dd89cf07139ad126b14f7858deeda785418dfeede917eb41b50a63,18,0,because terminal 4 is connected to the positive terminal but not the negative terminal,5319cebcbd8b55984a1ab38e06729868490fc2279afb86b79d0dcf9935a84fd1,14,0,0.84855664
712,search,a black table with white fuzzy chair .,dining room with wooden dining table set with playmates .,0.849469,a black table with white fuzzy chair .,80625f5133b68091ab951de91a685a7750bc6410d749e758da64471c8dab4d0a,10,0,dining room with wooden dining table set with playmates .,0be5f8de1a2df4a38464284ef8dc9b782d78d045ad9312bd3e46c7cb41d0e4c5,12,0,0.8494688
716,validation,foreign militants killed in somalia in strike on car,at least 20 dead in somalia attacks,0.8515695,foreign militants killed in somalia in strike on car,753c861d5e695ba2efde42cd47da5748769ebd834841404a72b5cfd404e5bf61,12,0,at least 20 dead in somalia attacks,07ba4c4fbbea6dda2cd3f41b8bf9411b38ead006417b39f0fc37e3b0ccc3a0b4,9,0,0.8515694
722,search,Rugby players are tackling each other,The players are kicking each other while attempting to kick the ball.,0.8546026,Rugby players are tackling each other,e6b6396fdbfb5fd4cc6b65bf03a78b3ecbddae8194bc22703c019e90a54880f0,7,0,The players are kicking each other while attempting to kick the ball.,e51172a60a1dbbc2f06ebbf967cd425c4d674f1a6e549f1ca7bef5554446e77b,15,0,0.85460246
730,search,"shares of tampa-based outback steakhouse inc. closed at $ 44.50 , up $ 1.78 , or 4.2 percent , on the new york stock exchange .",declining issues outnumbered advancers slightly more than 3 to 1 on the new york stock exchange .,0.85867953,"shares of tampa-based outback steakhouse inc. closed at $ 44.50 , up $ 1.78 , or 4.2 percent , on the new york stock exchange .",3171f638b3c2599cab260b99481490e91080ef1066224dfd388be22756609b69,43,0,declining issues outnumbered advancers slightly more than 3 to 1 on the new york stock exchange .,78b533067437c15dd694cb5e45c631a285ffb9cb69c4df92d2a2e325350161eb,21,0,0.8586794
731,validation,"if c burns out , then a and b are still in a closed path .",bulb c and switch z are in the same closed path,0.85928464,"if c burns out , then a and b are still in a closed path .",87e9d3bee2fb8e0f697d1db8236e41e13440edfff4e46fd436efad20bb447040,24,0,bulb c and switch z are in the same closed path,4a6a4e532f62ec7237ca2b2b24d64d3a4e2c3882a6cd8d85e900939b39048d2c,13,0,0.8592848
751,search,tokyo stocks close 0.75pc down,chinese shares close lower on wednesday,0.8690578,tokyo stocks close 0.75pc down,5a0f868822fc9c3ef5b1b35b83c1119b64b03664f08a23ff4eadf2b467cda104,10,0,chinese shares close lower on wednesday,6493fbc00b5400c86a0838e449d7a41569f8ddf579d0cb6aaad9389317dbb6ae,12,0,0.8690578
753,validation,switch z is closed so it still creates a complete path to the battery,bulb c and switch z are in the same closed path,0.86941063,switch z is closed so it still creates a complete path to the battery,c56e4f40a1b7b82aec9be69e0c1ec7efe0609d99c1dba542776c3f6ca40ed55d,17,0,bulb c and switch z are in the same closed path,4a6a4e532f62ec7237ca2b2b24d64d3a4e2c3882a6cd8d85e900939b39048d2c,13,0,0.86941075
756,search,extend out or project in space .,extend in a different direction .,0.87024224,extend out or project in space .,5acdc404f4520cf6d6441a592bac31c948772f8c0f46ae2084b70af94d380077,8,0,extend in a different direction .,327144689b652cfe1706cd70ad2225d876f567bb21511294a0ea5c1bae78b713,8,0,0.87024224
757,search,Some guy sitting on a couch watching television.,a man sits on a bed very close to a small television .,0.8702545,Some guy sitting on a couch watching television.,6af3ddfff2ac4e9212cd8a5e005a90869918f202e0cd4acc7a8fa0690a156e42,10,0,a man sits on a bed very close to a small television .,1ad08e0f98a9d13e7e01364157530a04251226910e58ab81eb296e17461394f3,18,0,0.8702545
763,test,a man is climbing a wall .,A man is climbing up a rope,0.87096393,a man is climbing a wall .,fa2c37398ae91b6755d8071c7fdc9f2d52880085b7bebc868f0c5e09ecf36535,10,0,A man is climbing up a rope,24f328a9053b2cf888eecd4f074010d411093602bb6e5875b118c90df706f4a5,8,0,0.87096405
772,search,There is no person riding a jetski in the waves,There is no brown dog standing in the water,0.8730066,There is no person riding a jetski in the waves,a7c92dfa7f11bc59da0ad58ab47f78c6d952574f80020e1c65064edec4f63e51,12,0,There is no brown dog standing in the water,322d6641e41976d436a4ca6f4902a73a1f736bf9042da8f47214b4029e070b2c,9,0,0.87300634
773,test,A man is peeling a potato.,A person is slicing a potato.,0.87328625,A man is peeling a potato.,ad5ac6fb236baa18ccfce3d4f7e6f194f8eb61bef175427c9dec15f573bfd0d3,9,0,A person is slicing a potato.,459fc997e9da09a6aab892eede8d30e6145fcbcbdaadf43a41622d474914d692,11,0,0.8732861
774,validation,two brown dogs runs through the water .,A few animals are playing in the water,0.8734344,two brown dogs runs through the water .,f9ac2f3348b288dd6c39a1ca107f6ce0cc14e64abc6176ff57cc1d5e9fe5d911,9,0,A few animals are playing in the water,5607e60509f0b9d7446bfc974bd5b3c56002431838459613a82901cdc465dc32,8,0,0.8734346
777,search,a long train is on train tracks .,a mostly black train on a track .,0.8739345,a long train is on train tracks .,887c202aa4ce6bff02b6ad103db9b71fcb20a0c8eed77f59d7fb2d0ef845a0d1,10,0,a mostly black train on a track .,283e24e33f814bc5c831493fc51e141e622d31426caeb99b9720e220a9e97cba,11,0,0.87393475
778,search,Nelson Mandela in Hospital for Tests,algerian president in france for medical tests,0.8740049,Nelson Mandela in Hospital for Tests,946e3404e4ab063c7eb5d800f1372f77c33d909be39ec002581c3de07c030c17,8,0,algerian president in france for medical tests,084b6efb1a2b06104c70a6855c4f50e65bce2ab3c9bb84edb212532118b2cd1e,10,0,0.8740051
780,test,a damaged bulb creates a gap in the path .,bulb b and bulb c are contained within a closed path,0.87412333,a damaged bulb creates a gap in the path .,5ed99183701306adddf797c8a3d4e0f0feceb5fefe201a0270d042674d3732be,14,0,bulb b and bulb c are contained within a closed path,78d02e30c5c721f502ab7657e59c179bd5dd6753798f567eef34f89858784c82,14,0,0.8741232
782,validation,I guess it depends on what you're going to do.,You have to decide what you want to get out of this.,0.8742165,I guess it depends on what you're going to do.,49d73bd75c712c77e8d9238edd37360da41ec8fb7b836b1560bd652e846e2b0f,13,0,You have to decide what you want to get out of this.,aed4e526a878f5f81cc3693fa58dbeb0d33f4310fdd390ccf1f644bc0474bd8e,13,0,0.8742162
783,search,a ginger and white cat curled up and asleep on a leather chair .,a black and white cat lying on a blanket .,0.8744116,a ginger and white cat curled up and asleep on a leather chair .,5ac7fd4ee2d6c68a11ed244d59b5711a156b9ce8c5d27a0ede154b87e4299cb7,18,0,a black and white cat lying on a blanket .,a28bf6f0b5b7219eb3305613fe47191e99be84e4eeca0d57b69f901f9f87248f,13,0,0.87441146
789,validation,Bomb blast kills 10 in southwest Pakistan,6 killed in afghan capital mosque attack,0.8753739,Bomb blast kills 10 in southwest Pakistan,bf2f58ef95085c916c1684ac8d4effe1d583c758c055359220541d14c39b7870,8,0,6 killed in afghan capital mosque attack,c1132d415adf1ea28ad705b8754ffe46374032647cb364637991fb046d99fed8,10,0,0.87537426
810,test,A dog with long hair and a red vest is running in the grass,The golden dog is running through a field of tall grass,0.87988687,A dog with long hair and a red vest is running in the grass,6528384db32204a0afeb800d2913546763d6baf9da76d1b4a245313c076f2146,15,0,The golden dog is running through a field of tall grass,268fc0e04cb5dcbbad4ea595687fbec1ed400ef813e5479599f42ac246c06acf,12,0,0.8798866
811,search,The boy is not playing the piano,A girl is not playing the guitar,0.88054496,The boy is not playing the piano,2d0339d1b0c652bfdd6efc238ca240e69fece090e3cf23f94a833ab2110f5b75,7,0,A girl is not playing the guitar,921c76b68fbf40615e1564616f22367397d7fb8997330d3b3d58d98042563e40,7,0,0.8805451
815,search,blast kills 10 young girls in eastern afghanistan,8 soldiers killed in bomb attack in NW Pakistan,0.88080376,blast kills 10 young girls in eastern afghanistan,2a6a3e0ed0070a8f5eb161cbad04756b82600ede73699ac7b6657fe30d9be7b1,14,0,8 soldiers killed in bomb attack in NW Pakistan,60d894519f4003eb4ef37d7bb5ae3227faa3d45e10710d9e59699ebdaa550d10,9,0,0.8808035
818,search,bomb kills three in northwest pakistan,8 soldiers killed in bomb attack in NW Pakistan,0.8814366,bomb kills three in northwest pakistan,6dcd9bd11993b1cc7af8a24aea541101a09f6a2ff8662b356ffd105bc7482ef4,10,0,8 soldiers killed in bomb attack in NW Pakistan,60d894519f4003eb4ef37d7bb5ae3227faa3d45e10710d9e59699ebdaa550d10,9,0,0.8814362
819,test,wet with a spurt of liquid .,cause ( a liquid ) to leach or percolate .,0.88164926,wet with a spurt of liquid .,71a43a44d9657aa0b67a9c71eef3c4a616090fa436d21ee12efaff7a7606c20a,11,0,cause ( a liquid ) to leach or percolate .,2d8e1a5a325c55f82dea709d82d1818366c80f8bd8c006bae7a3840ba9555896,16,0,0.881649
820,test,gunmen kill 11 foreign tourists in pakistan,twelve killed as gunmen raid village,0.8817088,gunmen kill 11 foreign tourists in pakistan,e3fad5b6926a4e1093ff49fc6df90e7a2204dd7b55cb0e4fba316422ca647db4,11,0,twelve killed as gunmen raid village,0e34ba6b1d8382831ebcf493a96d87bebccda2fb8751ce8b06987a5cc7308195,7,0,0.8817086
822,test,A dog with really long hair and a red vest is running in the grass,The golden dog is running through a field of tall grass,0.8823533,A dog with really long hair and a red vest is running in the grass,63287d60490005a5345d761ed1bf028050b3ccdc079f22142ae26a2ce9d1315f,16,0,The golden dog is running through a field of tall grass,268fc0e04cb5dcbbad4ea595687fbec1ed400ef813e5479599f42ac246c06acf,12,0,0.8823532
824,validation,""" the electrical state at the terminal matches the battery "" "" s electrical state """,because the battery has its own chemical reacion between the positive and negative tterminals it contains,0.8827608,""" the electrical state at the terminal matches the battery "" "" s electrical state """,b9ea3576499d422d22a35d99e818259198da1ec25918f1cad7e357a2f5b3d296,17,0,because the battery has its own chemical reacion between the positive and negative tterminals it contains,64155233bf439b18438738b6afdd14af97508c19e737e7819658c15c90368ef1,21,0,0.8827609
827,search,a train sitting on the tracks near a field .,a mostly black train on a track .,0.8831189,a train sitting on the tracks near a field .,e4687480e333aacad84985237036bc02fcf6e071808cbe687cbddb2110ae05d5,13,0,a mostly black train on a track .,283e24e33f814bc5c831493fc51e141e622d31426caeb99b9720e220a9e97cba,11,0,0.8831192
828,search,tunisia opposition leader slain ; protests erupt,thai protesters obstruct vote ; 1 dead in violence,0.8832513,tunisia opposition leader slain ; protests erupt,9c66c13b3e0e1c443e01fcfc65e3b41211e2fbc3ff6cdcf0e6bbcdadf969d26e,17,0,thai protesters obstruct vote ; 1 dead in violence,f96392db365791ce8074d022dd3f3505d57d8ab188637d5001e96fdb33f7201d,17,0,0.8832512
829,search,The boy is not playing the piano,The boy isn't playing the piano happily,0.8835249,The boy is not playing the piano,2d0339d1b0c652bfdd6efc238ca240e69fece090e3cf23f94a833ab2110f5b75,7,0,The boy isn't playing the piano happily,2ef82234a69806b5d40f7a1808cb0c28a287d6b0a97e66077f3a1cd23c4e5160,10,0,0.883525
833,validation,"A dog, which is brown, is jumping in the air",A brown and white dog is jumping in the air with a tennis ball in its mouth,0.88385,"A dog, which is brown, is jumping in the air",365b3f0ee91493d41a170ebaa7f3c984e872221b4fae3dfcfb6ce8b4e5c14e07,12,0,A brown and white dog is jumping in the air with a tennis ball in its mouth,51bb8314bc7a469468ded5727b923a0ae5f77b22c42068b541fd1b7dff4abb41,18,0,0.88385004
834,search,A woman is falling off a horse,a man gets knocked off of a horse .,0.8839287,A woman is falling off a horse,3e85377ee982afecf6fedfb0d0f400dd149b26555d20ed55b7e314d162e2f356,8,0,a man gets knocked off of a horse .,d3a20a798c0952682a10af74eafa4dc447a5417413df3a0d2a3ee37a9cedf9a7,14,0,0.8839287
837,search,ten killed in alaska plane crash,death toll rises in russia plane crash,0.8841532,ten killed in alaska plane crash,f3e4ce3d559f9dd2bb9729451e3777c50c4367ad75362abde0469410dfc9d348,9,0,death toll rises in russia plane crash,3118586f77ebde85d1d82f876c232d471eef69f6063122a2fba6f61381b4257c,10,0,0.88415337
839,search,if the other bulb is no longer contained in a closed path with the battery,the switch has to be within a closed path with the bulb and battery,0.8844685,if the other bulb is no longer contained in a closed path with the battery,8841b6f1ecacf21f65cf7e266cf967dd0085fd1f63b238463e705a4a2abd4d4d,17,0,the switch has to be within a closed path with the bulb and battery,c723483134a38d56b56bf0b9166922eea4d15d9d85a2dd56f6eda9ef9b501f2c,15,0,0.8844685
842,search,A person is spreading butter on a tray,a man is applying butter to bread .,0.88541836,A person is spreading butter on a tray,577981d8aa48c08ffce1f21f0a56c8980aed0ac25b5d2a37c9dac10418e0c4df,9,0,a man is applying butter to bread .,20cac860c1eca2449a8731dea6cb3daf920dcd8c51cf5f08821a26c6d36f5169,10,0,0.8854183
847,test,the positive battery terminal is connected to terminal 6,the terminals are not separated by a gap,0.8862556,the positive battery terminal is connected to terminal 6,92d53ce257a6a02cab6c31971d3add3191ceb8cea9371203ef3404fc4dbfa6c4,9,0,the terminals are not separated by a gap,d44730cd03c6f8b8f9cf132fbe402daa080e307146668fa3df0be00ac3a0e731,10,0,0.88625544
849,search,a long train is on train tracks .,a train sitting on the tracks near a field .,0.8867715,a long train is on train tracks .,887c202aa4ce6bff02b6ad103db9b71fcb20a0c8eed77f59d7fb2d0ef845a0d1,10,0,a train sitting on the tracks near a field .,e4687480e333aacad84985237036bc02fcf6e071808cbe687cbddb2110ae05d5,13,0,0.88677144
855,search,both components need to be in closed paths .,the switch has to be within a closed path with the bulb and battery,0.8880288,both components need to be in closed paths .,9b058a66f3a4eca204b5a829ce62681baf04815b1344c3ae585afcb6f1a52bd6,10,0,the switch has to be within a closed path with the bulb and battery,c723483134a38d56b56bf0b9166922eea4d15d9d85a2dd56f6eda9ef9b501f2c,15,0,0.8880291
858,search,bulb b and bulb c were still contained in the same closed path with the battery .,the switch has to be within a closed path with the bulb and battery,0.88827896,bulb b and bulb c were still contained in the same closed path with the battery .,36487751d5a5f3dd7fe01e22766d3e4cb682f2e9f2a7181fb3aa937dd1916a97,20,0,the switch has to be within a closed path with the bulb and battery,c723483134a38d56b56bf0b9166922eea4d15d9d85a2dd56f6eda9ef9b501f2c,15,0,0.88827896
862,search,express audibly ; utter sounds ( not necessarily words ) .,utter in a certain way,0.8888307,express audibly ; utter sounds ( not necessarily words ) .,6722820342ab85f03b9c997e74aa09956a7c18ca1b1c522f177d7fa56833f92f,17,0,utter in a certain way,2f0eaa4b14647f96f0e7e69c8cf7ed7c0c09c8fb28f7e54bdad76ab4a4f4f260,7,0,0.888831
865,search,military plane crashes in south france : authorities,death toll rises in russia plane crash,0.88998544,military plane crashes in south france : authorities,9671e0352e6607aedf01b6e880603854c058bb0d5319f82597395b36610c9575,10,0,death toll rises in russia plane crash,3118586f77ebde85d1d82f876c232d471eef69f6063122a2fba6f61381b4257c,10,0,0.88998544
866,test,A man is peeling a potato.,The lady is peeling the potato,0.89010704,A man is peeling a potato.,ad5ac6fb236baa18ccfce3d4f7e6f194f8eb61bef175427c9dec15f573bfd0d3,9,0,The lady is peeling the potato,776b976c722b07f472eac34beef2ff0b51a85eecfa4386e572e601498fe2e4e3,7,0,0.890107
869,search,if the other bulb is no longer contained in a closed path with the battery,bulb b and c are on a closed path to the battery,0.89073104,if the other bulb is no longer contained in a closed path with the battery,8841b6f1ecacf21f65cf7e266cf967dd0085fd1f63b238463e705a4a2abd4d4d,17,0,bulb b and c are on a closed path to the battery,601e93ab31aec3b6cc3da07b623c5316776cc8c39d34507fbaced9aba1c018bb,15,0,0.8907307
870,search,a black dog looking at the camera .,a dog is running toward the camera .,0.8910533,a black dog looking at the camera .,2cf7a7600ad747406442882cb3543362e4f5e916529ce97e582f3d1c79319d42,10,0,a dog is running toward the camera .,9650072e3638a0ba5f5c788b6f4611b9c1d7f7369946e8feb8bea9a3777fe877,10,0,0.8910532
872,test,a man is slicing potato .,A man is peeling a potato.,0.8913895,a man is slicing potato .,c128575c5027dde1e331922d81872559074b606f858c2f332b3a527e2525d1e2,11,0,A man is peeling a potato.,ad5ac6fb236baa18ccfce3d4f7e6f194f8eb61bef175427c9dec15f573bfd0d3,9,0,0.89138937
876,search,someoen is playing guitar .,A man plays a guitar.,0.89204425,someoen is playing guitar .,f596c058c76316d0114d167d571be1fe6d4dd52bff26d0b56412b9c80997a534,8,0,A man plays a guitar.,e6263d846e6f0ad20e5292a7109b2897054dbcc00646052adf34860fc583c22f,7,0,0.8920444
882,search,the man is playing the guitar .,someoen is playing guitar .,0.89373803,the man is playing the guitar .,9026fd6af9bda97689b59705479d762289b7e0fe632e91aff77b387924c1ef1f,8,0,someoen is playing guitar .,f596c058c76316d0114d167d571be1fe6d4dd52bff26d0b56412b9c80997a534,8,0,0.8937382
883,search,black and white cow standing near pile of snow .,a black and white photo of a cow under a tree.,0.89387363,black and white cow standing near pile of snow .,b4d9bc2ab5b70dd706a902507aa7e156373e2dd96e4b9d87b28e5ae3589755d7,11,0,a black and white photo of a cow under a tree.,4f8fc52746644eda9b284054732a10c9280fee8cd00be7b168e7a7f34f7bf079,15,0,0.8938737
